"Subject","Function"
"FFmpeg","libswscale/swscale_unscaled.c:sws_convertPalette8ToPacked32"
"FFmpeg","libswscale/swscale_unscaled.c:sws_convertPalette8ToPacked24"
"FFmpeg","libswscale/bayer_template.c:bayer_bggr8_to_yv12_copy"
"FFmpeg","libswscale/bayer_template.c:bayer_bggr8_to_yv12_interpolate"
"FFmpeg","libswscale/bayer_template.c:bayer_bggr16le_to_yv12_copy"
"FFmpeg","libswscale/bayer_template.c:bayer_bggr16le_to_yv12_interpolate"
"FFmpeg","libswscale/bayer_template.c:bayer_bggr16be_to_yv12_copy"
"FFmpeg","libswscale/bayer_template.c:bayer_bggr16be_to_yv12_interpolate"
"FFmpeg","libswscale/bayer_template.c:bayer_rggb8_to_yv12_copy"
"FFmpeg","libswscale/bayer_template.c:bayer_rggb8_to_yv12_interpolate"
"FFmpeg","libswscale/bayer_template.c:bayer_rggb16le_to_yv12_copy"
"FFmpeg","libswscale/bayer_template.c:bayer_rggb16le_to_yv12_interpolate"
"FFmpeg","libswscale/bayer_template.c:bayer_rggb16be_to_yv12_copy"
"FFmpeg","libswscale/bayer_template.c:bayer_rggb16be_to_yv12_interpolate"
"FFmpeg","libswscale/bayer_template.c:bayer_gbrg8_to_yv12_copy"
"FFmpeg","libswscale/bayer_template.c:bayer_gbrg8_to_yv12_interpolate"
"FFmpeg","libswscale/bayer_template.c:bayer_gbrg16le_to_yv12_copy"
"FFmpeg","libswscale/bayer_template.c:bayer_gbrg16le_to_yv12_interpolate"
"FFmpeg","libswscale/bayer_template.c:bayer_gbrg16be_to_yv12_copy"
"FFmpeg","libswscale/bayer_template.c:bayer_gbrg16be_to_yv12_interpolate"
"FFmpeg","libswscale/bayer_template.c:bayer_grbg8_to_yv12_copy"
"FFmpeg","libswscale/bayer_template.c:bayer_grbg8_to_yv12_interpolate"
"FFmpeg","libswscale/bayer_template.c:bayer_grbg16le_to_yv12_copy"
"FFmpeg","libswscale/bayer_template.c:bayer_grbg16le_to_yv12_interpolate"
"FFmpeg","libswscale/bayer_template.c:bayer_grbg16be_to_yv12_copy"
"FFmpeg","libswscale/bayer_template.c:bayer_grbg16be_to_yv12_interpolate"
"FFmpeg","libswscale/bayer_template.c:bayer_bggr8_to_rgb24_copy"
"FFmpeg","libswscale/bayer_template.c:bayer_bggr8_to_rgb24_interpolate"
"FFmpeg","libswscale/bayer_template.c:bayer_bggr16le_to_rgb24_copy"
"FFmpeg","libswscale/bayer_template.c:bayer_bggr16le_to_rgb24_interpolate"
"FFmpeg","libswscale/bayer_template.c:bayer_bggr16be_to_rgb24_copy"
"FFmpeg","libswscale/bayer_template.c:bayer_bggr16be_to_rgb24_interpolate"
"FFmpeg","libswscale/bayer_template.c:bayer_rggb8_to_rgb24_copy"
"FFmpeg","libswscale/bayer_template.c:bayer_rggb8_to_rgb24_interpolate"
"FFmpeg","libswscale/bayer_template.c:bayer_rggb16le_to_rgb24_copy"
"FFmpeg","libswscale/bayer_template.c:bayer_rggb16le_to_rgb24_interpolate"
"FFmpeg","libswscale/bayer_template.c:bayer_rggb16be_to_rgb24_copy"
"FFmpeg","libswscale/bayer_template.c:bayer_rggb16be_to_rgb24_interpolate"
"FFmpeg","libswscale/bayer_template.c:bayer_gbrg8_to_rgb24_copy"
"FFmpeg","libswscale/bayer_template.c:bayer_gbrg8_to_rgb24_interpolate"
"FFmpeg","libswscale/bayer_template.c:bayer_gbrg16le_to_rgb24_copy"
"FFmpeg","libswscale/bayer_template.c:bayer_gbrg16le_to_rgb24_interpolate"
"FFmpeg","libswscale/bayer_template.c:bayer_gbrg16be_to_rgb24_copy"
"FFmpeg","libswscale/bayer_template.c:bayer_gbrg16be_to_rgb24_interpolate"
"FFmpeg","libswscale/bayer_template.c:bayer_grbg8_to_rgb24_copy"
"FFmpeg","libswscale/bayer_template.c:bayer_grbg8_to_rgb24_interpolate"
"FFmpeg","libswscale/bayer_template.c:bayer_grbg16le_to_rgb24_copy"
"FFmpeg","libswscale/bayer_template.c:bayer_grbg16le_to_rgb24_interpolate"
"FFmpeg","libswscale/bayer_template.c:bayer_grbg16be_to_rgb24_copy"
"FFmpeg","libswscale/bayer_template.c:bayer_grbg16be_to_rgb24_interpolate"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:interleaveBytes_sse2"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb15to16_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb15tobgr24_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb15to32_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb16tobgr24_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb16to32_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb16to15_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb24tobgr16_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb24tobgr15_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb24tobgr32_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb32to16_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb32to15_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb32tobgr24_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb24to15_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb24to16_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb24tobgr24_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:shuffle_bytes_2103_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb32tobgr16_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb32tobgr15_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:yv12toyuy2_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:yuvPlanartoyuy2_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:yv12touyvy_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:yuvPlanartouyvy_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:yuv422ptoyuy2_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:yuv422ptouyvy_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:yuy2toyv12_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:vu9_to_vu12_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:yvu9_to_yuy2_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:uyvytoyuv422_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:extract_odd_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:extract_even2_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:yuyvtoyuv422_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:extract_even_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:extract_odd2_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:planar2x_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb24toyv12_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:yuyvtoyuv420_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:extract_odd2avg_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:uyvytoyuv420_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:extract_even2avg_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:interleaveBytes_mmxext"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:planar2x_3dnow"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb24toyv12_3dnow"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:yuyvtoyuv420_3dnow"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:extract_even_3dnow"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:extract_odd2avg_3dnow"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:uyvytoyuv420_3dnow"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:extract_odd_3dnow"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:extract_even2avg_3dnow"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb15to16_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb15tobgr24_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb15to32_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb16tobgr24_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb16to32_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb16to15_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb24tobgr16_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb24tobgr15_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb24tobgr32_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb32to16_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb32to15_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb32tobgr24_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb24to15_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb24to16_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb24tobgr24_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:shuffle_bytes_2103_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb32tobgr16_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb32tobgr15_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:yv12toyuy2_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:yuvPlanartoyuy2_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:yv12touyvy_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:yuvPlanartouyvy_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:yuv422ptoyuy2_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:yuv422ptouyvy_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:yuy2toyv12_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:vu9_to_vu12_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:yvu9_to_yuy2_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:uyvytoyuv422_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:extract_odd_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:extract_even2_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:yuyvtoyuv422_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:extract_even_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:extract_odd2_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:rgb24toyv12_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:yuyvtoyuv420_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:extract_odd2avg_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:uyvytoyuv420_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:extract_even2avg_mmx"
"FFmpeg","libswscale/x86/rgb2rgb_template.c:interleaveBytes_mmx"
"FFmpeg","libswscale/x86/yuv2rgb_template.c:yuv420_rgb24_mmxext"
"FFmpeg","libswscale/x86/yuv2rgb_template.c:yuv420_bgr24_mmxext"
"FFmpeg","libswscale/x86/yuv2rgb_template.c:yuva420_rgb32_mmx"
"FFmpeg","libswscale/x86/yuv2rgb_template.c:yuv420_rgb32_mmx"
"FFmpeg","libswscale/x86/yuv2rgb_template.c:yuva420_bgr32_mmx"
"FFmpeg","libswscale/x86/yuv2rgb_template.c:yuv420_bgr32_mmx"
"FFmpeg","libswscale/x86/yuv2rgb_template.c:yuv420_rgb24_mmx"
"FFmpeg","libswscale/x86/yuv2rgb_template.c:yuv420_bgr24_mmx"
"FFmpeg","libswscale/x86/yuv2rgb_template.c:yuv420_rgb16_mmx"
"FFmpeg","libswscale/x86/yuv2rgb_template.c:yuv420_rgb15_mmx"
"FFmpeg","libswscale/gamma.c:gamma_convert"
"FFmpeg","libswscale/hscale.c:lum_convert"
"FFmpeg","libswscale/hscale.c:lum_h_scale"
"FFmpeg","libswscale/hscale.c:chr_convert"
"FFmpeg","libswscale/hscale.c:chr_h_scale"
"FFmpeg","libswscale/hscale.c:no_chr_scale"
"FFmpeg","libavutil/aes.c:aes_decrypt"
"FFmpeg","libavutil/aes.c:addkey_s"
"FFmpeg","libavutil/aes.c:aes_crypt"
"FFmpeg","libavutil/aes.c:addkey"
"FFmpeg","libavutil/aes.c:addkey_d"
"FFmpeg","libavutil/aes.c:aes_encrypt"
"FFmpeg","libavutil/audio_fifo.c:av_audio_fifo_reset"
"FFmpeg","libavutil/avstring.c:av_strnstr"
"FFmpeg","libavutil/avstring.c:av_d2str"
"FFmpeg","libavutil/avstring.c:av_utf8_decode"
"FFmpeg","libavutil/bprint.c:av_bprint_strftime"
"FFmpeg","libavutil/buffer.c:av_buffer_default_free"
"FFmpeg","libavutil/buffer.c:av_buffer_get_opaque"
"FFmpeg","libavutil/buffer.c:av_buffer_pool_init2"
"FFmpeg","libavutil/buffer.c:pool_release_buffer"
"FFmpeg","libavutil/color_utils.c:avpriv_trc_bt709"
"FFmpeg","libavutil/color_utils.c:avpriv_trc_gamma22"
"FFmpeg","libavutil/color_utils.c:avpriv_trc_gamma28"
"FFmpeg","libavutil/color_utils.c:avpriv_trc_smpte240M"
"FFmpeg","libavutil/color_utils.c:avpriv_trc_linear"
"FFmpeg","libavutil/color_utils.c:avpriv_trc_log"
"FFmpeg","libavutil/color_utils.c:avpriv_trc_log_sqrt"
"FFmpeg","libavutil/color_utils.c:avpriv_trc_iec61966_2_4"
"FFmpeg","libavutil/color_utils.c:avpriv_trc_bt1361"
"FFmpeg","libavutil/color_utils.c:avpriv_trc_iec61966_2_1"
"FFmpeg","libavutil/color_utils.c:avpriv_trc_smpte_st2084"
"FFmpeg","libavutil/color_utils.c:avpriv_trc_smpte_st428_1"
"FFmpeg","libavutil/color_utils.c:avpriv_trc_arib_std_b67"
"FFmpeg","libavutil/cpu.c:av_set_cpu_flags_mask"
"FFmpeg","libavutil/cpu.c:av_parse_cpu_flags"
"FFmpeg","libavutil/eval.c:etime"
"FFmpeg","libavutil/fifo.c:av_fifo_grow"
"FFmpeg","libavutil/file.c:av_tempfile"
"FFmpeg","libavutil/fixed_dsp.c:vector_fmul_window_scaled_c"
"FFmpeg","libavutil/fixed_dsp.c:vector_fmul_window_c"
"FFmpeg","libavutil/fixed_dsp.c:vector_fmul_c"
"FFmpeg","libavutil/fixed_dsp.c:vector_fmul_add_c"
"FFmpeg","libavutil/fixed_dsp.c:vector_fmul_reverse_c"
"FFmpeg","libavutil/fixed_dsp.c:butterflies_fixed_c"
"FFmpeg","libavutil/fixed_dsp.c:scalarproduct_fixed_c"
"FFmpeg","libavutil/float_dsp.c:vector_fmul_c"
"FFmpeg","libavutil/float_dsp.c:vector_fmac_scalar_c"
"FFmpeg","libavutil/float_dsp.c:vector_fmul_scalar_c"
"FFmpeg","libavutil/float_dsp.c:vector_dmul_scalar_c"
"FFmpeg","libavutil/float_dsp.c:vector_fmul_window_c"
"FFmpeg","libavutil/float_dsp.c:vector_fmul_add_c"
"FFmpeg","libavutil/float_dsp.c:vector_fmul_reverse_c"
"FFmpeg","libavutil/float_dsp.c:butterflies_float_c"
"FFmpeg","libavutil/frame.c:av_frame_get_channel_layout"
"FFmpeg","libavutil/frame.c:av_frame_set_channel_layout"
"FFmpeg","libavutil/frame.c:av_frame_get_sample_rate"
"FFmpeg","libavutil/frame.c:av_frame_set_sample_rate"
"FFmpeg","libavutil/frame.c:av_frame_get_pkt_size"
"FFmpeg","libavutil/frame.c:av_frame_side_data_name"
"FFmpeg","libavutil/hash.c:av_hash_names"
"FFmpeg","libavutil/hash.c:av_hash_final_bin"
"FFmpeg","libavutil/hash.c:av_hash_final_b64"
"FFmpeg","libavutil/hmac.c:sha160_init"
"FFmpeg","libavutil/hmac.c:sha224_init"
"FFmpeg","libavutil/hmac.c:sha256_init"
"FFmpeg","libavutil/hmac.c:sha384_init"
"FFmpeg","libavutil/hmac.c:sha512_init"
"FFmpeg","libavutil/hmac.c:av_hmac_calc"
"FFmpeg","libavutil/hwcontext.c:hwdevice_ctx_free"
"FFmpeg","libavutil/hwcontext.c:hwframe_ctx_free"
"FFmpeg","libavutil/hwcontext.c:av_hwdevice_hwconfig_alloc"
"FFmpeg","libavutil/hwcontext.c:ff_hwframe_map_create"
"FFmpeg","libavutil/hwcontext.c:ff_hwframe_unmap"
"FFmpeg","libavutil/hwcontext_cuda.c:cuda_device_create"
"FFmpeg","libavutil/hwcontext_cuda.c:cuda_device_init"
"FFmpeg","libavutil/hwcontext_cuda.c:cuda_device_uninit"
"FFmpeg","libavutil/hwcontext_cuda.c:cuda_frames_get_constraints"
"FFmpeg","libavutil/hwcontext_cuda.c:cuda_frames_init"
"FFmpeg","libavutil/hwcontext_cuda.c:cuda_get_buffer"
"FFmpeg","libavutil/hwcontext_cuda.c:cuda_transfer_get_formats"
"FFmpeg","libavutil/hwcontext_cuda.c:cuda_transfer_data_to"
"FFmpeg","libavutil/hwcontext_cuda.c:cuda_transfer_data_from"
"FFmpeg","libavutil/hwcontext_cuda.c:cuda_pool_alloc"
"FFmpeg","libavutil/hwcontext_cuda.c:cuda_buffer_free"
"FFmpeg","libavutil/imgutils.c:av_image_copy_uc_from"
"FFmpeg","libavutil/imgutils.c:image_copy_plane_uc_from"
"FFmpeg","libavutil/x86/imgutils_init.c:ff_image_copy_plane_uc_from_x86"
"FFmpeg","libavutil/intmath.c:av_log2_16bit"
"FFmpeg","libavutil/lfg.c:av_bmg_get"
"FFmpeg","libavutil/lls.c:update_lls"
"FFmpeg","libavutil/lls.c:evaluate_lls"
"FFmpeg","libavutil/log.c:av_default_item_name"
"FFmpeg","libavutil/log.c:av_default_get_category"
"FFmpeg","libavutil/mastering_display_metadata.c:av_mastering_display_metadata_alloc"
"FFmpeg","libavutil/opt.c:av_opt_eval_int64"
"FFmpeg","libavutil/opt.c:av_opt_eval_float"
"FFmpeg","libavutil/opt.c:av_opt_eval_double"
"FFmpeg","libavutil/opt.c:av_opt_eval_q"
"FFmpeg","libavutil/opt.c:av_opt_set_double"
"FFmpeg","libavutil/opt.c:av_opt_set_q"
"FFmpeg","libavutil/opt.c:av_opt_set_image_size"
"FFmpeg","libavutil/opt.c:av_opt_set_video_rate"
"FFmpeg","libavutil/opt.c:av_opt_set_pixel_fmt"
"FFmpeg","libavutil/opt.c:av_opt_set_channel_layout"
"FFmpeg","libavutil/opt.c:av_opt_get_double"
"FFmpeg","libavutil/opt.c:av_opt_get_q"
"FFmpeg","libavutil/opt.c:av_opt_get_image_size"
"FFmpeg","libavutil/opt.c:av_opt_get_video_rate"
"FFmpeg","libavutil/opt.c:av_opt_get_pixel_fmt"
"FFmpeg","libavutil/opt.c:av_opt_get_channel_layout"
"FFmpeg","libavutil/opt.c:av_opt_query_ranges_default"
"FFmpeg","libavutil/opt.c:av_opt_is_set_to_default_by_name"
"FFmpeg","libavutil/parseutils.c:color_table_compare"
"FFmpeg","libavutil/pixdesc.c:av_get_pix_fmt_string"
"FFmpeg","libavutil/pixdesc.c:ff_check_pixfmt_descriptors"
"FFmpeg","libavutil/pixelutils.c:block_sad_2x2_c"
"FFmpeg","libavutil/pixelutils.c:block_sad_4x4_c"
"FFmpeg","libavutil/pixelutils.c:block_sad_8x8_c"
"FFmpeg","libavutil/pixelutils.c:block_sad_16x16_c"
"FFmpeg","libavutil/ripemd.c:ripemd128_transform"
"FFmpeg","libavutil/ripemd.c:ripemd160_transform"
"FFmpeg","libavutil/ripemd.c:ripemd256_transform"
"FFmpeg","libavutil/ripemd.c:ripemd320_transform"
"FFmpeg","libavutil/samplefmt.c:av_get_alt_sample_fmt"
"FFmpeg","libavutil/sha.c:sha1_transform"
"FFmpeg","libavutil/sha.c:sha256_transform"
"FFmpeg","libavutil/spherical.c:av_spherical_from_name"
"FFmpeg","libavutil/stereo3d.c:av_stereo3d_from_name"
"FFmpeg","libavutil/threadmessage.c:free_func_wrap"
"FFmpeg","libavutil/time.c:av_gettime_relative_is_monotonic"
"FFmpeg","libavutil/utils.c:av_version_info"
"FFmpeg","libavutil/utils.c:avutil_license"
"FFmpeg","libavutil/utils.c:av_get_time_base_q"
"FFmpeg","libavutil/utils.c:av_assert0_fpu"
"size","binutils/size.c:main"
"size","libiberty/xmalloc.c:xmalloc_set_program_name"
"size","bfd/bfd.c:bfd_set_error_program_name"
"size","libiberty/argv.c:expandargv"
"size","libiberty/xexit.c:xexit"
"size","libiberty/xmalloc.c:xmalloc"
"size","libiberty/xmalloc.c:xmalloc_failed"
"size","libiberty/argv.c:only_whitespace"
"size","libiberty/argv.c:buildargv"
"size","libiberty/argv.c:consume_whitespace"
"size","libiberty/xmalloc.c:xrealloc"
"size","libiberty/xstrdup.c:xstrdup"
"size","libiberty/argv.c:dupargv"
"size","bfd/init.c:bfd_init"
"size","binutils/bucomm.c:set_default_bfd_target"
"size","bfd/targets.c:bfd_set_default_target"
"size","bfd/targets.c:find_target"
"size","bfd/bfd.c:bfd_set_error"
"size","bfd/bfd.c:_bfd_abort"
"size","bfd/bfd.c:_bfd_error_handler"
"size","bfd/bfd.c:bfd_get_error"
"size","bfd/bfd.c:bfd_errmsg"
"size","libiberty/xstrerror.c:xstrerror"
"size","binutils/bucomm.c:fatal"
"size","binutils/bucomm.c:report"
"size","binutils/bucomm.c:non_fatal"
"size","binutils/size.c:usage"
"size","binutils/bucomm.c:list_supported_targets"
"size","bfd/targets.c:bfd_target_list"
"size","bfd/libbfd.c:bfd_malloc"
"size","binutils/version.c:print_version"
"size","binutils/size.c:display_file"
"size","binutils/bucomm.c:get_file_size"
"size","binutils/bucomm.c:bfd_nonfatal"
"size","binutils/size.c:display_archive"
"size","binutils/size.c:display_bfd"
"size","binutils/size.c:print_sizes"
"size","binutils/size.c:calculate_common_size"
"size","binutils/bucomm.c:bfd_fatal"
"size","binutils/size.c:print_berkeley_format"
"size","binutils/size.c:rprint_number"
"size","binutils/size.c:print_sysv_format"
"size","binutils/size.c:size_number"
"size","binutils/size.c:sysv_one_line"
"size","binutils/bucomm.c:list_matching_formats"
"size","binutils/size.c:sysv_internal_sizer"
"size","binutils/size.c:sysv_internal_printer"
"size","binutils/size.c:berkeley_sum"
"size","binutils/bucomm.c:bfd_nonfatal_message"
"size","binutils/bucomm.c:bfd_get_archive_filename"
"size","binutils/bucomm.c:list_supported_architectures"
"size","bfd/archures.c:bfd_arch_list"
"size","binutils/bucomm.c:display_info"
"size","binutils/bucomm.c:display_target_list"
"size","libiberty/make-temp-file.c:make_temp_file"
"size","libiberty/make-temp-file.c:choose_tmpdir"
"size","libiberty/make-temp-file.c:try_dir"
"size","binutils/bucomm.c:display_target_tables"
"size","bfd/archures.c:bfd_printable_arch_mach"
"size","bfd/archures.c:bfd_lookup_arch"
"size","binutils/bucomm.c:do_info_size"
"size","binutils/bucomm.c:do_info_header"
"size","binutils/bucomm.c:do_info_row"
"size","binutils/bucomm.c:do_display_target"
"size","binutils/bucomm.c:endian_string"
"size","binutils/bucomm.c:print_arelt_descr"
"size","binutils/filemode.c:mode_string"
"size","binutils/filemode.c:ftypelet"
"size","binutils/filemode.c:setst"
"size","binutils/bucomm.c:make_tempname"
"size","binutils/bucomm.c:template_in_dir"
"size","binutils/bucomm.c:make_tempdir"
"size","binutils/bucomm.c:parse_vma"
"size","bfd/bfd.c:bfd_scan_vma"
"size","binutils/bucomm.c:is_valid_archive_path"
"size","bfd/archive.c:_bfd_ar_spacepad"
"size","bfd/archive.c:_bfd_ar_sizepad"
"size","bfd/archive.c:_bfd_generic_mkarchive"
"size","bfd/archive.c:bfd_get_next_mapent"
"size","bfd/archive.c:_bfd_create_empty_archive_element_shell"
"size","bfd/archive.c:bfd_set_archive_head"
"size","bfd/archive.c:_bfd_look_for_bfd_in_cache"
"size","libiberty/hashtab.c:htab_find"
"size","libiberty/hashtab.c:htab_find_with_hash"
"size","libiberty/hashtab.c:htab_mod"
"size","libiberty/hashtab.c:htab_mod_1"
"size","libiberty/hashtab.c:htab_mod_m2"
"size","bfd/archive.c:_bfd_add_bfd_to_archive_cache"
"size","libiberty/hashtab.c:htab_create_alloc"
"size","libiberty/hashtab.c:htab_create_typed_alloc"
"size","libiberty/hashtab.c:higher_prime_index"
"size","libiberty/hashtab.c:htab_find_slot"
"size","libiberty/hashtab.c:htab_find_slot_with_hash"
"size","libiberty/hashtab.c:htab_expand"
"size","libiberty/hashtab.c:find_empty_slot_for_expand"
"size","bfd/archive.c:hash_file_ptr"
"size","bfd/archive.c:eq_file_ptr"
"size","bfd/archive.c:_bfd_calloc_wrapper"
"size","bfd/archive.c:_bfd_generic_read_ar_hdr"
"size","bfd/archive.c:_bfd_generic_read_ar_hdr_mag"
"size","bfd/archive.c:get_extended_arelt_filename"
"size","bfd/libbfd.c:bfd_zmalloc"
"size","bfd/archive.c:_bfd_append_relative_path"
"size","libiberty/lbasename.c:lbasename"
"size","libiberty/lbasename.c:unix_lbasename"
"size","bfd/archive.c:_bfd_get_elt_at_filepos"
"size","bfd/archive.c:find_nested_archive"
"size","libiberty/filename_cmp.c:filename_cmp"
"size","bfd/archive.c:open_nested_file"
"size","bfd/archive.c:_bfd_generic_get_elt_at_index"
"size","bfd/archive.c:bfd_openr_next_archived_file"
"size","bfd/archive.c:bfd_generic_openr_next_archived_file"
"size","bfd/archive.c:bfd_generic_archive_p"
"size","bfd/archive.c:bfd_slurp_armap"
"size","bfd/archive.c:do_slurp_bsd_armap"
"size","bfd/archive.c:do_slurp_coff_armap"
"size","bfd/libbfd.c:bfd_getb32"
"size","bfd/libbfd.c:bfd_getl32"
"size","bfd/archive64.c:_bfd_archive_64_bit_slurp_armap"
"size","bfd/libbfd.c:bfd_getb64"
"size","bfd/archive.c:bfd_slurp_bsd_armap_f2"
"size","bfd/archive.c:_bfd_slurp_extended_name_table"
"size","bfd/archive.c:_bfd_archive_bsd_construct_extended_name_table"
"size","bfd/archive.c:_bfd_construct_extended_name_table"
"size","bfd/archive.c:adjust_relative_path"
"size","libiberty/getpwd.c:getpwd"
"size","libiberty/lrealpath.c:lrealpath"
"size","libiberty/filename_cmp.c:filename_ncmp"
"size","bfd/bfd.c:bfd_assert"
"size","bfd/archive.c:normalize"
"size","bfd/archive.c:_bfd_archive_coff_construct_extended_name_table"
"size","bfd/archive.c:_bfd_archive_bsd44_construct_extended_name_table"
"size","bfd/archive.c:_bfd_generic_write_ar_hdr"
"size","bfd/archive.c:_bfd_bsd44_write_ar_hdr"
"size","bfd/archive.c:bfd_generic_stat_arch_elt"
"size","bfd/archive.c:bfd_dont_truncate_arname"
"size","bfd/archive.c:bfd_bsd_truncate_arname"
"size","bfd/archive.c:bfd_gnu_truncate_arname"
"size","bfd/archive.c:_bfd_write_archive_contents"
"size","bfd/archive.c:bfd_ar_hdr_from_filesystem"
"size","bfd/archive.c:_bfd_compute_and_write_armap"
"size","bfd/libbfd.c:bfd_realloc"
"size","bfd/archive.c:_bfd_bsd_write_armap"
"size","bfd/archive64.c:_bfd_archive_64_bit_write_armap"
